Sentence	Writer_Anger
ちょうどなタイミングで友人から連絡。「理解者」を表明しつつも理解されてないよなぁ。	0
夜の部開始です。がっぽり印税生活したいと欲は言わないから年収400万でわたしはいきていけます。	0
終わりが見えない。図々しく延長を申し出た。いっそ罵ってほしい。	3
いけそうな気がしてきた！前半を見直す時間も欲しいんだよねえ。	0
さてやるですよ。これが本日の〆切。	0
終わったァ。とりあえず寝れる。来週まで修羅場。仕方ないね、あそんだもん。	0
あのね、Switch当たりました〜！！	0
次はリングフィットを探す旅である。ダウンロードで買えるのかな。	0
担当から進捗が心配ですと連絡。そっちじゃない方やってるんだけどね、間に合わせますと返事。きれいな字を見る余裕もないや。	0
MacBook初期化してんだが、どこかミスったみたいだ。うー。	0
カバーしてたのになぜキーボードにテカリが？反射かな。	0
やっぱり液晶きれいだ。Macの軽さと扱いやすさめっちゃ好き。i7だから速くて当たり前なんだけど。さて寝るねー、おやすみ。	0
「友田と松永の話」が面白くて寝れなかった。後３０ページがもったいなくて読めない。	0
昨日いろいろあって一日を無駄にしたのできょうはめっちゃ働く日。２５日までは修羅場。	0
夜は友人とこじれた糸をほどくか切るかを話すのでガッツリ働いとこう。	0
アーもう半分できょうノルマ。	0
済んだー！！！！帰ってくるな帰ってくるなと念じるだけ。残り四日頑張らないと。	0
来月のがらくた市は飛ばしてちょっとした品を買うことにした。	0
でも月末の英国展にはいくよ！　クロテッドクリームが食べたい。	0
ヘッダー変えたよみてまましとく。もっとポエミーにしたい。	0
考えなしでぱっと書いちゃうからダメなんよ。よし一時間休憩！	0
仕事でご飯食べにきて、デパ地下でいまここどこ？状態。寄り道しなきゃよかった。一服。	0
マルセイのバターサンド一つ168キロカロリー。	0
ちくま文庫の谷崎を読んでいたので、出先で「文章読本」を買った。新潮がお得だった。	0
上達は、下手なりに毎日書くしかないのかなあ。また仕事終わりのお遊び始めよう〜。	0
頭がうまく働かない。あと3000くらいかー。ちょっと寝たほうがいいのか。いや終わらせたほうがいい。	0
ダメなときは自分でわかる。頭が働いてない。	2
友達んちのねこさんが癒し。積極的に画像をねだる。まだ終わらないー！	0
この仕事、文体固定なんですが、文豪が書いたらどういう語彙を使うだろうなと妄想しつつ。校閲と戦うんだろうか。	0
終わったよーん。明日も続行だよーん。だよーん（余韻）。	0
ノルマ達成。おやすー！ヘッダーみてまましとくね。	0
起床！途中から蚊と睡魔の戦いになった。どこから入ったんや……	0
きょうは髪つんできます。詰むとは方言か、とググったら広辞苑には載っているそうな。へぇ。	0
「きのう何食べた？」を父がみてて、ケンジの親はどうしたんだと。た、確かに……。シロさんは親公認だが。	0
初対面の美容師から化粧は大事よ〜と言われる。し、してるんだけどノーテクなのさ……つらい	0
ただいま〜。疲れたァァァ。週５通勤する方々、尊敬。かつての自分も。	0
さて書くですよ。	0
たぶん、六年くらいの付き合いだろうか。何人か外国の友達に仲良くしてもらってる。意思がはっきりしてわかりやすいところがラク！	0
親しい友人とごたついてるから余計に。言いたいことは言ったほうがいい。	0
やはり菅田将暉ANNのない月曜日はつまらん。	0
万年筆を支えるカニちゃんはどこで売っているのだろう。わたしも欲しい。可愛い。	0
毛先に癖があるのでぱっつんがいいですよな前髪がマジぱっつん。	0
短い記事でも泣けた。病気って天災とおんなじ。	3
すんだ！あと三日！	0
＞ふむ。一次創作は見せてないのでちょっとスタンス変えようかなと。	0
前垢を流用しようかと。多分、あの二つ目はほぼフォロワーいなかったはず。今年残り１００日だそうなので１００日続けることはできるぞ。	0
確か、谷川俊太郎が「死なないことは魂の倦怠」と書いてて、自分が死なないなら他人にめっちゃ優しくなると思うな、などと数日考えてました。	0
二次創作はパジャマ。一次創作は全裸だと思う。経験、教養、人生観、そういうものが全部、わかる。	0
あの垢を動かすことでまた奴らが騒ぐんだろうか。ヒマやな、としか……。わたしもそうだけど、余計なこと考えるのはヒマだからだよ。だからここ数ヶ月はめっちゃ働いた。	1
昨夜は早く店じまいしたのに睡眠が足りず、ボーッとしている。きょうも仕事なんですがねへっへっへ。	0
もう一つ仕事したよ。原稿帰ってきたので、一行足してくれと。ちょっと横になろうー。思うように書けないとモヤモヤする。趣味の方。	1
これだけ手に入らないSwitch、アメリカの友達が遊んでて「どこで買えた？」と聞いたら「Amazon」。定価らしい。どういうわけだ！	0
ご飯食べあと二回。仕事飯は食べた気がしない。	0
終わったー。あとは自由時間！	0
思うように書けないとイライラして寝れないし、４時から起き出してあれこれ調べ物をした。	3
「あの人のこと嫌いだからあなたも嫌いになってよ」という動機で虚言ばらまきを知りました。天網恢々よーん。	2
さて、残る仕事飯にいってくる！何食べようかなぁ。ただだけど好き嫌いが多すぎて外食つらい。	0
帰宅だよーん。またiPhoneのフィルムが割れちゃった。落としてないのにパリンと。	0
読後感の悪い話を収録するかアンケートを取ったら、販売数より回答が多いの。どういうわけ？　へへへ。オタ垢は恥部。あの界隈自体に懐疑的よ。	2
新潮に投稿していたらしくて、しょーもない読み返してもない駄作を惰性で送りつけてすみませんという気持ち。つぎは、一次くらい通るやつ書くわ。	1
癖字書写のお題っていつもユニークね。	0
もう一時間半くらいで終わるかなあ。おそ松眺めながら昼寝する生活に戻りたい。	0
ノルマ終わりましたイエー。今月あと二日で終わる。もうちょっとの辛抱よー。	0
エコーで音楽をかけてもらうと平成縛りに星野源の「恋」があって、エ？だった。あれ平成だったのかー！という。	0
早くすんだから「富豪刑事」をみる。筒井康隆原作なら当たりやろ。	0
ちょっと大変だが今日中に終わらせて明日から束の間の無職気分を味わう。ホントは遊び行きたーい。	0
「富豪刑事」は１話に先生がゲストしてたことはわかった。プロはすごいね。不自然が耳に引っかかるからわかるんだよ。	0
ただいま〜。さて書くぞ〜。疲れた〜。でもこれで今月の仕事終わりだしという呪文。	0
父に「あんた１時間半もかかっとうよ」と言われ「はああ！？！？　わたしが遅いわけじゃないし！！！！」と苛立った。小者ですね……。いや〜、早い方なんだよー。	2
終わったぁ！戻ってこないことを祈るばかり。辛辣だから書き直し来るかな〜。	0
あのねえ、Switch、あれだけ言っといてカード情報入力忘れて、当選が流れました。アホだろー！？！？！？呆れるやら情けないやら。	1
父と延命の話をして、わたしは延命拒否かつ使える臓器は使ってほしい派で父は延命希望というので、どっちがどうかはわからないけど聞けてよかったし、言ってよかった。	0
ぱらびに加入した。わるい菅田将暉を浴びるのだ。ラジオがないだけでつまんなかったなー、今週。	0
そして半沢直樹をみる。	0
中国のものっぽいな〜。	0
薄い本イベントの義理売買が死ぬほど嫌になって、あのジャンルでは塩だったのだけど、結局一度も参加しなかったな〜と思い返して笑っている。	0
やること①医者予約②国勢調査③保険切替④月末の英国展⑤来月末シメ	0
「にゃーちゃん！超絶かわいいよにゃーちゃん！！」のチョロ松は何度見てもいい。	0
きょうは寝床の本の山を片付けてゴミにし、画像データをテキストに起こす作業します。	0
Tシャツはクソダサイ出来上がりになるとわかった。マグカップは文字が潰れたら終わり。やっぱりモバイルバッテリーかなぁ。アイスはとってもいいと思うのだがなあ。	0
自分のダメなところを指摘してくれる人は滅多にいない。でもそれだけだったら元から低い自己評価は下がる一方だ。付き合いを考えた方がいいのかもしれんね。	3
半沢直樹を見はじめて、一話でもうこれは面白い！　と久々に思った。飽きさせない。	0
Evernoteは同期した端末すべてで見れるからサラッと書くときは使いがち。見てくれを気にするならword様。	0
とまりさん好きだな。	0
寝なくては。朝から用があるのに。	0
ただいま。大病院は疲れる。自分の通う大学病院は慣れすぎてなんともないけど。	0
わたしが毎日何かを書いて知ったことは、自分の好きな話は受けないし、さらっと書いたものの方が評価高かった。	0
知ってたけどインセンティブが出るので来月やっぱり旅行したいな〜。天神市とか。	0
大阪でレンタカー借りて四国に行ってもいい。	0
後追いで半沢直樹みーよお！友達が竹内結子さんの件でナーバスになってて心配。	0
ねこちゃんが夜中に起こしにくる理由が「暇だからだろうねー」な友達とは十年来だがまだまだ知らんこと多そう。	0
久々に大学病院らしさを味わった。（完全予約制）待ち時間40分、診察3分、会計１時間！	2
電子カルテは便利だけどシステム落ちたら手作業の時間！わりと行くたびに会計渋滞している。	2
そもそも医者が予約時間にこない。	1
今夏目漱石を読んでいるけど文章カチッとしてるけど柔いとこあって物語がスルスル入ってくる。市井の人が主人公で事件性もない。でも面白い。谷崎文とはまた違う。谷崎曰く夏目は「漢文調」らしい。漢文かー、習ったけど国語の授業自体が嫌いだったからうろ覚えで、教養ない自分。	0
時間を忘れるような科目が好きだった。嫌いだったのは、地理、現社、歴史、英語、国語、生物。公民はめっちゃ好きだった。小６で六法買ってくれと親にねだるくらい。でも母はわたしが「普通」じゃないことが嫌で買ってくれなかった。CDもクラシックはだめ。	0
あっ、保健体育と家庭科は言わずもがなですね！！！　大嫌い。嫌いじゃない大嫌い。	0
またしても今夜仕事でズームだそうです。やだなあ。	0
わーい。＠コスメでランコムのローション（11,000+tax）当たったー！　懸賞は気まぐれでもポチッとした方がいい。	0
すんだー。東京のひとが関西弁に引きずられる流れがおもしろかった。	0
数日まえから指がいたい。関節痛。寝るとき腕組みする癖があるからそのせいかと思っていたけどリウマチなのかー？親が自己免疫性疾患だったから因子はあるんだよなあ。	0
やっぱりApple障害か。Twitter最速。	0
コストコで２万も使っちゃった。何を買ったんやろ……レジで変な声出そうになった。	0
阪急はよ行こ。	0
一年まえの自分と殴り合いする。ちょいと時間を置く。	2
富豪刑事のイラストすきだなー。今風。	0
終わり方よかった！使用前後のように坊ちゃんが変わるところもいい。	0
予算増やせません納期おおまかで何一つという御社が「早速ですがいつまでに」ってブラック。そりゃおおまかに決まってんやん。	2
父をインフルエンザ予防接種に連れて行った。病院は疲れるー！　大嫌い。	0
よし寝る準備するよーん！国勢調査は終わりました……	0
きょうこそ阪急いこー。妖怪クロテッドクリームおばさんになるぞ。	0
日本放送で働いて最後の出勤日に菅田将暉から声かけられて握手してもらう夢見た。握手とかよりわたしの自虐的な物言いに無反応なところが夢なのに「このひと利口だなぁ」と感心した。おきてからも解釈おなじ！と興奮しました。	0
目移りしたのでスコーンだけ買って帰宅する。クロテッドクリーム買わないひと損してる〜とおもっちゃう！	0
あと二話でおわる。スパイラルはだれたけど政治家を絡めて話しがしまったな。	0
「あばよ！」に爆笑した。おもしろかった半沢直樹。	0
自分の悪文であたまが疲れたので谷崎摂取して寝よー。	1
カニカマが食べたくてたまらない。カニカマ。口がカニカマの味！	0
来週までに書き上げねばならない趣味！仕事もあすから始動。	0
400円の高級カニカマを買ってきて食べた。夜の外出が大好き。夜がすき。子供の頃からすきだった。暗がりに安心する。	0
や、やべー！チャットワークの通知しんでた！スラックもだ！！	0
ガラスペンきれー！洗いやすいからインクも使いやすそう。来月のおちんぎんで買おうかな。	0
何もしたくない〜〜。ちょっと休んだらこれだ……。	1
呪術かいせんをみている。原作五冊くらい読んだかな〜一読して終わった。	0
資料が揃わずやすみ！だらだら〜。寝床でアニメを観ている。	0
ちまちまツイステやってるけど誰が誰やら。ゲームは飽きるってわかってるから熱が上がらない。	0
三浦春馬、いきいきして見えるな。俳優さんはすごいね。	1
夜型生活をただしたい気はある。	0
静かな方が捗るよねー。	0
夜な夜な作業すべく自室を片付けた。書写もできるぞー机が広いので。	0
月末締めで結構忙しくなった。前回落としたので今回は締め切り厳守。	0
WordPressってこんな厄介やったかな。	1
五億年ぶりにタグをいじっている。ほんときらい。	2
寒い。布団をかぶっておやすみ。	0
快適に目が覚めたけどまだ５時前。少しでも働くか。	0
おでん出汁で作るカレーが美味しいらしい。良さそうー。	0
おでん食べたい……。朝からおでん特集のわが県。	0
落とせない仕事スタート。同業者で東大卒という肩書きの人を見ると「なぜこんな仕事を」と思う。こないだちょっとしたことを外注したときは医学生だったけどやっぱり「なぜ」って思った。	1
資格持ってる人も医者や薬剤師とかだと「なぜ！」と。在宅でも仕事選べるだろうに……6年も勉強して国試通ってそれか。わたしは無芸大食だから誰でもできるこういうことしかできない。	2
よしTwitterもログアウト。	0
離れられるものだなぁ。五日くらいツイッター放置してました。Amazonプライムセールで六万使った話しましょうか。毎日ヤマトが来てるし、きょうは二回もきた。	0
プライムセールはインクが安かった（２割引）のに、迷ってるあいだ終了！	0
あと最近なぜかアメリカの友達がわたしの語学力を鍛えようとしてくれて、自分が日本語を取得した方法やおすすめをめっちゃ送ってくれる。外国人の友達がまあまあいるのに日本語しかできない……情けない。	1
欲張っていろいろやりたい。親以外の身内がいないので所属を作るのは大事。孤独死待った無し！（韻）	0
それも外国人の友達に言われた。日本人の友達が言わないことをさらっと言うところ、好きだなー。ひとによるかな。	0
やったああゲオ様（）でSwitch当たったー。Amazonプライムセールでエアロバイク買ったけどリングフィットはやりたい。どうぶつの森は興味ないのだった。	0
きょうは仕事で天神ぶらぶらしてプレスバターサンド買って食べたけどグリコの高級版という感じ。福岡限定はあまおうです。	0
ねんりん家は完売御礼だった。東京のお土産でもらったことがあるようなないような。むしろ東京バナナとか定番を食べたことない気がする。	0
月末Kちゃんとごはん食べするのだが、十なん年ぶりという……友達と近しくなくても平気な方。忙しいオタク趣味があるから。いまは仕事……	0
にしかわの食パンも買ってきたが、さきもと派です。なんばの。	0
月末までに短い話を書きたいけどまとまらない。キャラクタの作り方がわからない。二次創作は、小説が書けるからなんとなくやっちゃったのに沼が深すぎて自分で設定を作ることができなくなってるoh	1
レジで並んでいたら割り込みじいさんに遭遇。「並んでますよ」というと自分悪くない！とムキになって怒り狂うからああいう年寄りになりたくないなー哀れーと思いました。	2
しかし爺さんに「文句言う前に『並んでますか』と聞いたら早くないですか？」と言い返したので烈火の如く怒り狂い、ヤベー手を挙げられるかなあと思ったが、爺さんの方が「こいつヤベー」と思ったらしくめっちゃ挙動不審になり、目が泳いでた。	3
という話を父にしたら、父の叔母がそういう気性だったといつもの回想がスタート。美貌で歌手デビューが決まっていたのに早逝したというオチ。	1
車の保険、どこにしようか迷う。毎年ギリギリまで放置して割引を逃すから今年は早めに動こう（と思う）。	0
あーっおそ松さん相変わらずくそでよかったっすかわいい正解！！わたしも働きたくない！！！昨日かえってきた原稿つっこみがきびしくてまた付箋コメきたらわたしも同じくらいの熱量返すよ！！憤怒！思い出してしまった！	3
最近は完全夜型で３時に寝て１３時に起きる日々を送っている。寝過ぎ。冬眠間近かもしれない。	1
ゲオ様（！）にリングフィットもあったから定価で買えたー！やったあ痩せたいー！	0
今見てるアメドラの影響でマクドがどーーーーーしても食べたくなってドライブスルーしてしまったのでがんばります。	0
数年前に古着屋さんで米軍の迷彩コートを買ってて、先月かな菅田将暉が着ているのを見て思い出したから袖を通したが、人を選ぶ服だった。	0
週末からちょっと京都に行くので何か必要な人は連絡ください。いるものとかね。熱量的にはインテで同人誌買う方がアツいんだけど、そういう気持ちになりたいな〜。あとはさ、日本橋らへん歩き回ってるとき。	0
めっちゃ楽しいよね。大好きだよ。	0
ホントは長崎に行って、文具やさんのグレーインクを買いたかったけど、九州はいつでも行けるので。コロナとインフルの季節が始まればどこにも行けないから今年最後の関西。	0
寝るか〜。明日からちゃんと働きます。	1
よくある校長先生のお言葉で「三つのき」ってなんだっけ。やる気、元気、根気がわたしは欲しいです。	0
go toトラベルを使ったー！　地元ではイオン、ユニクロなどが地域クーポンで買い物できるのだが、旅先で目に付くかなあ。どうでもいい時こそ情報量過多になる。	0
京都は宿泊税がかかるのでカード決済した後にまた現金払いするのがなーんか釈然としない。まとめてくれたらいいのに。	1
今週末から八日の予定であります。ホテルは一週間予約している。PCも連れて行く。	0
河原町だったと思うけど、一泊千円のドミ宿に泊まって（フロントが中国人で日本語できない）楽しかったことを思い出した。ごちゃごちゃして面白かった。変な冒険はする……安すぎてまともじゃなさそうじゃん。	0
ドミ宿の良さはさみしくないところ！　これに尽きる。一人旅が長いと人の気配がするだけで落ち着くというか。でも高級ホテルの特別感も好きだよ。「お客様」として大事に扱ってくれるところ。	0
月曜なのにテンション低い〜。ご機嫌とりしなければヨシヨシヨシヨシ！	1
財布に優しい都そばだよ。	0
23歳で就職したときの、ふた回り年上の同僚とまだごはん会してるし、まぁそんな悪い人じゃないんじゃないの自分……ネットだとわたしを見知るわけじゃないから傲慢クズだと括られておわる。	0
リアル知り合いは本名呼びなのだが、Kちゃんだけは社内のサインでわたしがクマを描いていたので「リラ」……リラックマ由来。今思えばなぜクマを描いてたんだ？	0
友人に、わたしから連絡するまで放っといてと返事した。もう連絡しないかもしれないし、気が向くかもしれないし。これで一応は終わったし、スッキリしました。	0
シャネル宝飾は美味しい紅茶とジャンポールエヴァンのチョコをお茶請けに出してくれるけど……ね、ね、高級時計は足元を見るよー。	1
水筒の漏れで鞄の中が洪水にーというアマレビュを見て対抗策にバッグインバッグを買ったが、A4対応だからめちゃデカイ。	0
Amazonプライムセールで買ったエアロバイクに不備があり、この数日何往復もメールのやりとりをした。全額返金、処分費用5,000円もらったけど、ペイパルの手数料込。	2
分解してゴミにする手間……。	2
今月の仕事は休みにした。だらだらしよう〜。小説もちゃんとしたもの書きたいんだよね。頭使えー！	0
BS日テレ通販を視聴。エヴァのスマホ用CDレコーダー……ださい！中年ターゲットかな……。19,800円税別って強気！	0
京都迎賓館はあまり興味がないかなあ。ノープランに肉付けしていく。go to eatも使ってみたい。	0
今みているネトフリドラマで、堕胎に飲み薬を使って「黄体ホルモンなんちゃら数日で出てきます」と簡単にやってて、いずれ日本に上陸かーと思いました。ピル認可にこれだけ時間がかかるなら安全性の問題でありえないか？	0
仙洞御所予約した。	0
しかし帰る日なのでこれは延泊した方がいいのだろうか。KOBEに行きたいから泊まるなら大阪がいいなーと昨夜サイト見ていたんだが。	0
滲んでるのはなぜだ？	0
留守の間に回線工事してもらおうと折衝。三日もネットが使えないなんて！	1
鬼滅映画に誘われてしまったー！寝てしまうかもしれん。	0
ちな神戸お高い。昔から。なんであんな高いんだろ……。	1
映画に向けて鬼滅アニメ再生する。	0
Please like me 視聴。きつかったー！終盤にローズぶっ込んできやがった！！	3
自殺願望のある人は結局、自死を選ぶかなあ。ローズ！！	3
仙洞御所、抽選漏れした（枠があったので先着だと思っていた！）けれどホテル延泊しちゃった。キャンセルして北浜らへんに泊ろうかなあ、安いんです北浜。	1
御所っていうと毎回、アメリカの友達が結婚した相手が御所勤務だったーという件と離婚してるのに「元嫁」と写真を見せびらかす不可解さを思い出す。	0
コメントのしようがない。高確率で別れた恋人の写真を見せてくる。あれなんだろう。男に多い。	0
よしホテルはキャンセルしよう！　今まで祇園一辺倒だったけど四条の方がアクセス良い。どこへでもバス一本。	0
そしてわたしも京都食券買えなかった口ですぜ。	0
観光地の飲食は、外国人の多いところにほぼハズレがない。不思議。外国人が減った店は味が落ちてる。不思議。	0
食べログよりTripAdvisorの方が観光地は当てになる気がする〜。行く前から疲れてる。荷造りせねば……。十日くらいいるので（多分）。月曜はおそ松リアタイできる♡	0
Googleアドセンスはすぐ取れるけど、書き続けることができぬ。飽きっぽいんだよね……。更新しないからだめよと警告を受けて終わるんだ。普通にしてれば通るアドセンス。	0
トラブルな日。厄落とししたい。	3
消されたんですわ……。消えてるんですわ。ないんですわ。	1
gメールをアラートなしにログイン、削除することってできるんだろうか。ハッカー様。	1
疲れた。一件（厄介が）片付いた。いや〜もう〜無理〜。	2
M５！	0
結局は荷造りは明日に、早めに寝ます〜。おやすみ	0
モーニン。ふくれあがるトランク。冬服はかさばる。	0
骨董はメルカリやヤフオクで見慣れることも大事。	0
文章が下手だとストーリーが入ってこない。昨夜読んだ志賀直哉よかったなあ。流行感冒と小僧の神様は何度か読み返した。谷崎も褒めてたっけ〜。	0
わたしも文章下手だから過去文はツッコミ入れまくるツライ。	2
さて働くかあ。あしたは大阪に戻ります。	0
あっ、むーさん！ピアス開けてたっけ？？初のエアリプです。初です！	0
薬箪笥っぽいものがあって、8,000円を「安くなります？」と聞いたら「持って帰ってくれるなら6,000円」。よしタクシーで持って帰ってホテルから自宅送りしよ！と即決した次の瞬間「これな、寺で尼さんが使っててん」。やっぱり違ったか……引き出し違うもんね……と打ちひしがれてしまった。ごめん。	0
でもねえ地元だったら迷わず買ってる。送料がベラボー高いから熟考するよね。腿くらいまでの高さがあったから、相当ね。	0
急ぎの仕事があって、アーリーでチェックインさせてもらった。13時には部屋に入ってました。	0
三度目のアーリー。東横インはアーリー別払いで会員証も必要で、って闇課金が多かったっけ。もう一つはインターコンチネンタル。流石の対応だった。「お客様」じゃなくて名前を呼んでくれるところ質がわかる。	0
さて、あともうちょっとやるか。	0
ノルマ達成。買ってきたフルーツを食べよー。	0
筋肉痛！運動不足がたたる。	1
未就学の子供が「たんじろー」とキャラグッズを指すあたり、知名度すごいなあと感心する。	0
鬼滅の刃、わかりやすく「鬼退治」と父に話しているのだが、これ以上なくわかりやすいと思っている。	0
早く帰ってきてドラフト見ている。わくわく！	0
アヤカシ祭／り（検索避け）の雰囲気まんま即売会ノリだった。苦手なんだよお雑談。「人見知りじゃない」と言われるけどそう思われないように振る舞っているだけでヘラヘラ笑って相槌しか返せなくなる。	0
どう伝わるか考えながら仕事してこよー。	0
出来心で自分の薄い本を検索したら駿河屋で売られていた。十年も前のものがまだ残っていたことに驚き〜。わたしが買おうかなあ。	0
アイコンの子、可愛い。こっち来ての買い物でいちばんのお気に入り。	0
むーさんにピアスを探したのだが、あんまり気にいるのがなくて（あっても片耳用）ちょっと変わったもの買ったのでこっちいる間に郵便局から出すねー住所伺います。	0
さっきの一つ目くんは、名前のある妖怪のようだったけど忘れてしまった。モジャッとしてるからモジャと呼びます。	0
脳味噌が仕事してない。笑った。画像同じもん投稿しとる。	0
大通りに面して部屋があるので騒音がうるさいの。パトカー、救急車、今回は暴走族に遭遇してないけれど、９月は「京都にもいるのか！？」驚いたっけ。	0
アレクサにテレビを切ってもらう癖があるので、リモコン探す手間！手間？ちょっと大袈裟かもしれんな。朝起きたら時計を見るより、聞いた方が早いし。	0
こっちは今夜おそ松さんが見れる（はずな）のでもう今からワクワク、あのロボットがどう絡むんだろう？	0
一松だけロボットを使わないところがいいなーと思った。あと折り紙！　背中を丸めて折り紙するかわいらしさ。	0
書写したいのにボールペン一本しか持ってきてない。駅まで5分くらい、駅に大きな書店があるので明日は何か買ってこよう。今勉強したいpythonとか。	0
贅沢にも何するか決めてないし、明日はどこに行こうかなあ。	0
高槻は初めて降りたけど、中央口から右へ進めば松坂屋（九州にない！）左には阪急。人の流れは右だったからつられてしまったよね。	0
こっちに宿があるけど神戸に行ってもいいかも。ただ！　阪急の三宮駅ってこう、歩くの辛かった記憶がある。阪急の駅は全部、ホームの石畳ツヤッツヤで好ましい。	0
ぼっちなので呟き過多ですサーセン。	0
アメリカの友達に大統領選の話を振ると、こっちで報道しないことをいうので4年前も聞いたっけなーと思い出している。当時はヒラリーとトランプでしたね。	0
友人知人、全員が反トランプだったのに当選したから驚いたっけ。	0
インテ決まってるのかー。来年の一月には何か好きでいたいよ！	0
一方的に会いたい人がいるのでこっそりスペース行きたいんだよ。今年の一月は体力がなくて……うぅ。	0
サンショウウオのぬいをお迎えするか……クラゲを見に行くつもりではいるのだが。どうしよ。	0
月末近いから請求書を見直さねば。	0
そういえば蛸薬師のとこにあるスシローは百円がない。場所代か。	0
黒よりの色が好き。	0
そういえば神戸のインクもよかった気がする。速やかにぐぐる。	0
語彙がない。「そういえば」の連続で失笑。	0
ぼやーっとしてだめだめ。	1
よし歯磨きしよ。	0
あれよぎりますね。全部ダメダメなんでしょお。	1
ホテルの歯ブラシは頼りなく細い。	0
あっ、二次オタ垢消しついでに創作の方も消しました。どうもありがとうございましたー。癖があるらしいので表に出すことはやめます。	0
体を洗うスポンジが皿洗いに使えそうな形状なのでシャワーを浴びるたび汚れ物になった気がしている。	0
また泡立ちがいいんだわ。	0
ラブライナーとあんスタがコラボ！？スッゲー。	0
おそ松さんが放送されるか確認しておかないと。ぼやっとしてANN待ちしそう。	0
京都ってテレビ大阪が映らなかった……。	0
ガッカリってもんじゃないー！！！	2
アーッ。土曜しか観れない。こうなりゃ月曜は大阪に泊まって帰ろうかな！	0
ガッカリ……。	0
明日どこかの帰りにおすすめしてもらった本も買おうと思う。どこ行こうかなー。	0
とりあえず、水族館でクラゲをみる。サンショウウオのぬいぐるみをお迎えしたい。ベッドは既にIKEAのサメちゃんが占領しているガガガ。	0
あとは一日の東寺しか予定がない。昨日の天神市めっちゃよかったなあ。また行きたいなあ。	0
帰りの予約がないので延泊。悩ましい。	0
Spotify、試用期間が終わった。CMも邪魔にはならないね。	0
きょうのイベントでアクリル小説を見かけて、ノベルティ……と思いはせた。ああいうものに刷るなら何がいいんだろう。	0
わたしのノベルティは何が好きでしたか？と聞いて、その話を刷ることにした。	0
でも適宜修正したい。	0
自己評価の高いものは自信が肉付けするというか、何かプラスを与えると思っている。わたしも仕事を始めた頃は、自分筆力高いです自信ありますって言ってた（笑うところ）。	0
そう言い切れないと仕事にできないと思っていたんだよねー。	0
そういう分かりやすさはとてもいいと思う。ナアナアが一番ダメよ。意思表示は大事。	0
こっちに来るまでの沿線に知り合いのマンションがあって、思い出したようにメールすると宛先不明で戻ってきたのでマシュマロに投じたが、動きがないところを見ると迷惑だった模様テヘペロ。	0
機能重視してリュックだから夜遊び不向き……。	0
夜遊びしたいよお。	0
あやかしまつりで羊毛フェルトのショルダーに一目惚れして、年甲斐もないかもしれんとやめたの。かわいすぎたんだよ。会計して戻ったくらい気になってたよ。	0
ANN待機までだらだらしよう。	0
清水寺に行くと京都来たなあって気がするので日程に入れようかな。帰り道で縁切りしたらパーフェクトやし。	0
決済したっ。	0
怠惰とはおれのことってくらい怠惰。	0
１２時に出るはずがまだホテルいるわ。	0
go toしても神経質な方なのでアルコール500mlのボトル持参して小分けしたスプレー持ち歩いている。	0
旅行で何が困るかってキャリーの故障。間に合わせに買ったものがいつまでもつか、ドキドキしながらまだ大丈夫。	0
愛用したキャリーはぼんやりして車で轢いたけど頑丈だったなー。積んだつもりでバックして轢いた挙句、忘れて帰ったのよ。この話すると大体の人がなんて言っていいの？という顔をする。	0
駐車場にポツンとキャリー。盗まれてはなかった。治安がいいから！！	0
家だぞー着いたーとトランクを開けて、何も入ってない……ん？と首を傾げて、えっ？えっ？？とピンと来なかったあたり……。	0
ANN聴きながら、ノベルティを作っている。	0
お腹減った……。１時を回ると必ず腹減り。	0
コンビニで買ったお菓子があるけどここはお茶で済ませる。いや誤魔化す。	0
デザインできたらいいんだけど、自分に諦めているのでテキスト直打ちして反転かけるのみ。	0
かわいそうーかわいそうで泣きそうー。これは五月の蠅です。	0
兵庫のシェパードは見つかったんだろうか。	0
できた。これで注文しよう。	0
慣れないことをして疲れたーー。	0
end of the worldでeven soにした。	0
第一弾のパジャマ、再販されなかったから今度はちゃんと初版（？）で買うよー。	0
よし寝よう！	0
おまけの話を作っているのだった。	0
菅田将暉の「桃李くん」という呼び方がなんかいい。イントネーション。	0
コンビニで買ったおやつ、食べなかったよえらい。	0
おやすみ。	0
おはよおはよ。朝でございます。	0
かたやんに西岸作品を語ったが、唯一無二の絵柄と世界観は強い武器だよ。	0
ゆうべのANN、古着屋で靴下は新品のくだり声だして笑ったわ。	0
お腹減ったのでご飯にしましょう。	0
志賀直哉の小説を読んでいると同じくらい夜型で、会社勤めがないとそうなるよ多分などと思ったりしている。	0
モジャは最後の一匹でお店の方にはブサイク呼ばわりされていた。いやいやかわいいよ。	0
一期の勢いは格別だな。まだ幻の一話が見れてないけど。	0
地元イオンに勤めるKちゃんが１１月忙しくて休みが取れないというので、シークレットセールか？？？と思っていたら「優勝セールだよ」と。なるほど！	0
他の地域のイオンはスルー案件だろうね。	0
ホークスは商標にお金を払う必要がないので気軽に便乗できるのだ。勝手なイメージだが巨人は高そうだ。知らんけど、ただかも知れんけど。	0
Ｓ様も鍵垢だからアカウントが出てこない。あーん不動の野球垢から行くしか……	0
夢もみず爆睡していた。	0
でも夢は見てるんでしょ。覚えてないだけ。	0
